path	size	category	decision	reason
neural_v3_saturation_stratified_1000	96K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
neural_v3_saturation_stratified_calibration_1000	408K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
neural_v3_saturation_stratified_calibration_smoke_c19	20K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
PROJECT_AUDIT_HANDOFF_20260503.md	20K	file	manual_review	not matched by cleanup policy
pyproject.toml	4.0K	file	keep_git	source, docs, tests, manuscript, or release metadata
README.md	56K	file	keep_git	source, docs, tests, manuscript, or release metadata
real_empirical_pilot	1.8G	directory	keep_git	workspace scaffolding, guides, manifests, summaries; heavy raw subdirectories listed separately
report_ablation_c20	32K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_c14	116K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_external_aligner_validation_extreme	140K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_external_aligner_validation_high	116K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_external_aligner_validation_low	132K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_external_aligner_validation_moderate	132K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_fast_external_10k_extreme	148K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_fast_external_10k_high	148K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_fast_external_10k_low	140K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_fast_external_10k_moderate	148K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_neural_1000	1.7M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_neural_10000	17M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_neural_c13	32K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_ranking_c21	40K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_saturation_1000	116K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_saturation_smoke_c18	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_saturation_v3_1000	128K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_saturation_v3_smoke_c19	52K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_scale_test_1000	1.7M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_site_neural_saturation_1000	152K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_site_neural_smoke_c24	156K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_site_robustness_saturation_1000	232K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_site_robustness_saturation_10000	236K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_site_robustness_smoke_c25	124K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_site_saturation_1000	68K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_smoke_c9	80K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
report_v2_stratified_1000	56K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
reports	116K	directory	keep_zenodo_only	lightweight retained validation/model/report artifact copied to release archive
resume_external_high.sh	4.0K	file	manual_review	not matched by cleanup policy
rst	0B	file	delete	temporary marker/log/scratch file
rst1	0B	file	delete	temporary marker/log/scratch file
rub	0B	file	delete	temporary marker/log/scratch file
run_babappa_scale_test_1000.sh	4.0K	file	manual_review	not matched by cleanup policy
run_summary_1000	20K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_ablation_c20	8.0K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_c14	20K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_external_aligner_validation_extreme	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_external_aligner_validation_high	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_external_aligner_validation_low	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_external_aligner_validation_moderate	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_fast_external_10k_extreme	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_fast_external_10k_high	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_fast_external_10k_low	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_fast_external_10k_moderate	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_ranking_c21	16K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_saturation_1000	92K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_saturation_smoke_c18	20K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_saturation_v3_1000	92K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_saturation_v3_smoke_c19	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_site_neural_saturation_1000	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_site_neural_smoke_c24	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_site_robustness_saturation_1000	36K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_site_robustness_saturation_10000	36K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_site_robustness_smoke_c25	24K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_site_saturation_1000	20K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_v2_policy_1000	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
run_summary_v2_stratified_1000	32K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
saturation_panel_smoke_c18	388K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
saturation_panel_smoke_c19	388K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_aligner_smoke_c27	60K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_babappalign_smoke_c28a	28K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_branch_truth_smoke_c34	196K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke	100K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c10	328K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c11	652K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c12	780K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c13	976K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c14	988K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c15	976K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c3	108K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c4	108K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c5	100K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c6	328K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c7	652K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c8	976K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
sim_smoke_c9	660K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
simulation_matched_calibration_plan	16K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
simulation_matched_calibration_plan_smoke	20K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_aggregation_controls_saturation_1000	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_aggregation_controls_saturation_10000	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_baseline_external_aligner_validation_extreme	6.2M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_baseline_external_aligner_validation_high	4.0M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_baseline_external_aligner_validation_low	7.5M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_baseline_external_aligner_validation_moderate	7.6M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_calibration_compare_saturation_1000	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_calibration_compare_saturation_10000	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_calibration_external_aligner_validation_extreme	7.3M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_calibration_fast_external_10k_extreme	9.5M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_calibration_fast_external_10k_high	9.3M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_calibration_fast_external_10k_low	9.1M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_calibration_fast_external_10k_moderate	9.7M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_dataset_external_aligner_validation_extreme	27M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_dataset_external_aligner_validation_high	17M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_dataset_external_aligner_validation_low	31M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_dataset_external_aligner_validation_moderate	31M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_leakage_external_aligner_validation_extreme	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_leakage_external_aligner_validation_high	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_leakage_external_aligner_validation_low	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_leakage_external_aligner_validation_moderate	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_leakage_fast_external_10k_extreme	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_leakage_fast_external_10k_high	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_leakage_fast_external_10k_low	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_leakage_fast_external_10k_moderate	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_leakage_saturation_1000	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_leakage_saturation_10000	12K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_map_babappalign_smoke_c28a	20K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_map_explicit_branch_truth_1k_extreme	18M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_map_explicit_branch_truth_1k_high	18M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_map_explicit_branch_truth_1k_low	18M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_map_explicit_branch_truth_1k_moderate	18M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_map_external_1k_moderate	19M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_map_external_aligner_validation_extreme	19M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_map_external_aligner_validation_high	18M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_map_external_aligner_validation_low	18M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_map_external_aligner_validation_moderate	18M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_map_external_smoke_c27	44K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_model_compare_saturation_1000	36K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_model_compare_saturation_10000	32K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_calibration_external_aligner_validation_high	4.9M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_calibration_external_aligner_validation_low	7.8M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_calibration_external_aligner_validation_moderate	8.1M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_calibration_quantile_saturation_1000	43M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_calibration_quantile_saturation_10000	215M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_calibration_saturation_1000	43M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_calibration_saturation_10000	214M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_calibration_smoke_c24	516K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_external_aligner_validation_extreme	6.1M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_external_aligner_validation_high	4.1M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_external_aligner_validation_low	6.5M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_external_aligner_validation_moderate	6.8M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_fast_external_10k_extreme	8.0M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_fast_external_10k_high	7.8M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_fast_external_10k_low	7.6M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_fast_external_10k_moderate	8.1M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_policy_saturation_1000	856K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_policy_saturation_10000	872K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_policy_smoke_c24	540K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_saturation_1000	37M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_saturation_10000	181M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_smoke_c24	468K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_stratified_saturation_1000	68K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_stratified_saturation_10000	64K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_neural_stratified_smoke_c24	64K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_oracle_fast_external_10k_extreme	8.0K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_oracle_fast_external_10k_high	8.0K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_oracle_fast_external_10k_low	8.0K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_oracle_fast_external_10k_moderate	8.0K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_stability_saturation_1000	30M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_stability_saturation_10000	37M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_threshold_policy_external_aligner_validation_extreme	784K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_threshold_policy_fast_external_10k_extreme	772K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_threshold_policy_fast_external_10k_high	780K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_threshold_policy_fast_external_10k_low	796K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_threshold_policy_fast_external_10k_moderate	792K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_external_aligner_validation_extreme	140K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_external_aligner_validation_high	96K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_external_aligner_validation_low	168K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_external_aligner_validation_moderate	176K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_fast_external_10k_extreme	1.4M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_fast_external_10k_high	1.4M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_fast_external_10k_low	1.0M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_fast_external_10k_moderate	1.4M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_policy_saturation_1000	364K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_policy_saturation_10000	384K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_saturation_1000	344K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_saturation_10000	2.5M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
site_to_gene_smoke_c24	248K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
src	9.0M	directory	keep_git	source, docs, tests, manuscript, or release metadata
stability_benchmark_saturation_1000	12M	directory	manual_review	not matched by cleanup policy
tensors_explicit_branch_truth_1k_extreme	9.1M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_explicit_branch_truth_1k_high	9.1M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_explicit_branch_truth_1k_low	9.1M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_explicit_branch_truth_1k_moderate	9.1M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_external_aligner_validation_extreme	10M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_external_aligner_validation_high	7.0M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_external_aligner_validation_low	9.1M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_external_aligner_validation_moderate	9.1M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_neural_1000	20M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_scale_test_1000	20M	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_smoke_c10	212K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_smoke_c11	420K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_smoke_c12	504K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_smoke_c13	628K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_smoke_c14	628K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_smoke_c15	628K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_smoke_c5	68K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_smoke_c6	212K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_smoke_c7	420K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_smoke_c8	628K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tensors_smoke_c9	420K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tests	4.3M	directory	keep_git	source, docs, tests, manuscript, or release metadata
tmp_embedded_babappalign_smoke	100K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tmp_embedded_babappalign_smoke2	236K	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tmpdirprankmsa2O9qvL	0B	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tmpdirprankmsa5v1RTS	0B	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
tmpdirprankmsa7kjumd	0B	directory	delete	generated simulation/training/alignment/tensor/report artifact not needed for GitHub source tree
real_empirical_pilot/input/raw_downloads	1.8G	directory	delete	heavy empirical generated/raw subdirectory
real_empirical_pilot/babappa_run	0B	directory	delete	heavy empirical generated/raw subdirectory
real_empirical_pilot/babappa_run_wrky_close	3.6M	directory	delete	heavy empirical generated/raw subdirectory
real_empirical_pilot/babappa_run_wrky_close_raw	3.4M	directory	delete	heavy empirical generated/raw subdirectory
real_empirical_pilot/babappa_run_wrky_close_raw_alignmentaware	3.6M	directory	delete	heavy empirical generated/raw subdirectory
real_empirical_pilot/babappa_run_wrky_real	3.4M	directory	delete	heavy empirical generated/raw subdirectory
real_empirical_pilot/calibration_runs	120K	directory	delete	heavy empirical generated/raw subdirectory
real_empirical_pilot/reference_runs	532K	directory	delete	heavy empirical generated/raw subdirectory
real_empirical_pilot/alignment_wrky_close_raw_test	260K	directory	delete	heavy empirical generated/raw subdirectory
site_neural_calibration_saturation_10000/site_calibrated_predictions.tsv	214M	large_file	delete	large generated data file
site_neural_saturation_10000/site_neural_predictions.tsv	181M	large_file	delete	large generated data file
site_neural_calibration_quantile_saturation_10000/site_calibrated_predictions.tsv	215M	large_file	delete	large generated data file
branch_site_calibration_explicit_branch_truth_100k_mps_moderate_streamed/branch_site_calibrated_predictions.tsv	50M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01/Brachypodium_distachyon.all_cds.raw.fasta	64M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01/Oryza_sativa.all_cds.raw.fasta	80M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01/Brassica_rapa.all_cds.raw.fasta	96M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01/Zea_mays.all_cds.raw.fasta	96M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01/Medicago_truncatula.all_cds.raw.fasta	80M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01/Glycine_max.all_cds.raw.fasta	128M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01/Arabidopsis_thaliana.all_cds.raw.fasta	80M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01/Sorghum_bicolor.all_cds.raw.fasta	80M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01_ensembl_blast/ensembl/Brachypodium_distachyon.cds.fasta	75M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01_ensembl_blast/ensembl/Glycine_max.cds.fasta	125M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01_ensembl_blast/ensembl/Brassica_rapa.cds.fasta	56M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01_ensembl_blast/ensembl/Medicago_truncatula.cds.fasta	52M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01_ensembl_blast/ensembl/Arabidopsis_thaliana.cds.fasta	73M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01_ensembl_blast/ensembl/Glycine_max.pep.fasta	54M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01_ensembl_blast/ensembl/Sorghum_bicolor.cds.fasta	65M	large_file	delete	large generated data file
real_empirical_pilot/input/raw_downloads/WRKY_candidate_01_ensembl_blast/ensembl/Zea_mays.cds.fasta	98M	large_file	delete	large generated data file
